,EmployeeID,Name,Age,Gender,Department,JobTitle,City,Education,YearsOfExperience,Salary,Bonus,PerformanceScore,PerformanceRating,JoiningDate,Email,Phone
2144,EMP12033,Layla Rodriguez,49.0,Female,Finance,Software Engineer,Ahmedabad,BTech,5.0,393291,41387.0,6.0,Poor,2013-02-16,layla.rodriguez7147@gmail.com,9009320068
2145,EMP12396,Tariq Alvi,57.0,Male,Engineering,Security Analyst,Montreal,MCA,21.0,958586,45260.0,6.3,Average,2014-08-01,tariq.alvi810@yahoo.com,5035085950
2146,EMP12502,Ethan Sheikh,61.0,Female,Marketing,Scrum Master,Adelaide,BCA,5.0,97291,367182.0,9.4,Poor,2015-01-03,ethan.sheikh4096@gmail.com,0757018861
2147,EMP10215,Wei Ali,42.0,Male,Finance,Project Manager,Kuwait City,BTECH,8.0,346407,35442.0,7.8,Poor,2005-11-09,wei.ali1470@company.org,4541782397
2148,EMP14419,Ashley Qureshi,28.0,Female,Admin,Marketing Specialist,Manama,bba,18.418565869927736,238916,463406.0,9.2,Poor,2022-09-04,ashley.qureshi2548@yahoo.com,9234919013
2149,EMP14414,Ava Lewis,54.0,Male,Procurement,Hr Manager,Muscat,DIPLOMA,25.0,594086,210104.0,2.6,Good,2022-08-27,ava.lewis6578@gmail.com,2241664683
2150,EMP10899,Aarav White,33.0,Female,Operations,Data Scientist,San Antonio,PHD,19.0,954473,12000.0,5.6,Excellent,2008-08-05,aarav.white2739@gmail.com,2013990622
2151,EMP14213,Ava Banerjee,48.0,Female,Marketing,Sales Executive,Sydney,B.Sc,25.0,102931,106551.0,1.4,Poor,2021-11-07,ava.banerjee5273@gmail.com,2859051661
2152,EMP12733,Wei Khan,29.0,Male,Procurement,Sales Executive,London,BCA,18.0,751382,180692.0,3.6,Poor,2015-12-06,wei.khan3531@yahoo.com,9018721834
2153,EMP13972,Noah Zhou,53.0,Female,Marketing,Qa Engineer,Muscat,LLB,11.0,380823,139887.0,8.5,Poor,2020-11-19,noah.zhou410@company.org,4277466729
2154,EMP12380,Ava Hernandez,58.0,Female,Operations,Business Analyst,Bristol,post graduate,33.0,38594,126870.0,9.7,Bad,2014-07-08,ava.hernandez1640@yahoo.com,1770908685
2155,EMP10833,Aarav Smith,21.0,Female,Logistics,Director,Singapore,M.Tech,34.0,463480,42445.0,1.2,Good,2008-04-30,aarav.smith7080@company.org,1433104732
2156,EMP13088,Nadia Anderson,51.0,Male,Finance,Software Engineer,Singapore,BBA,5.0,980813,12000.0,3.4,Average,2017-05-08,nadia.anderson3353@yahoo.com,5406189154
2157,EMP14985,Emma Harris,60.0,Female,Operations,Hr Manager,Brisbane,bba,33.0,836760,204010.0,5.9,Poor,2024-12-09,emma.harris2563@company.org,5983172169
2158,EMP10246,Carlos Torres,33.0,Female,Engineering,Software Engineer,Bangkok,B.Sc,6.0,611910,134090.0,1.1,Good,2005-12-24,carlos.torres3436@outlook.com,5095851574
2159,EMP13045,Ethan Yang,25.0,Male,Hr,Cloud Architect,Surat,Ph.D,9.0,285017,386600.0,7.4,Average,2017-03-06,invalid_email,1479929238
2160,EMP11049,Hana Farooq,23.0,Female,Admin,Database Admin,Perth,M.Com,18.418565869927736,409847,482179.0,4.5,Good,2009-03-12,hana.farooq2750@company.org,2339739060
2161,EMP14672,Mia Ali,37.0,Female,Legal,Scrum Master,Chicago,BSc,26.0,980887,443973.0,7.0,Good,2023-09-08,mia.ali6994@outlook.com,3272886123
2162,EMP14108,Rajesh Thompson,23.0,Female,Procurement,Marketing Specialist,London,PhD,9.0,378050,325741.0,8.6,Excellent,2021-06-06,rajesh.thompson9071@hotmail.com,0312088474
2163,EMP12068,Layla Hashmi,29.0,Other,Sales,Data Analyst,Melbourne,B.Arch,23.0,103441,201341.0,7.3,Good,2013-04-09,layla.hashmi2561@yahoo.com,1530291850
2164,EMP10153,Pedro Ahmed,36.0,Male,Marketing,Intern,Los Angeles,B.Sc,32.0,872569,27173.0,2.6,Good,2005-08-11,pedro.ahmed7187@outlook.com,1410678237
2165,EMP11368,Maria Das,47.0,Female,Quality,Ux Designer,Kuala Lumpur,PHD,2.0,46715,440227.0,5.6,excellent,2010-06-21,maria.das4692@gmail.com,3573316678
2166,EMP12773,Rajesh Martin,42.0,Male,Marketing,Director,Los Angeles,mba,27.0,575771,317016.0,2.5,Good,2016-02-03,rajesh.martin7678@company.org,9696891799
2167,EMP14345,Lakshmi Young,22.0,Male,Marketing,Vp,Birmingham,BTECH,22.0,684627,17153.0,3.4,Good,2022-05-18,lakshmi.young1765@outlook.com,5547336497
2168,EMP14507,Amir Williams,24.0,Female,It,Logistics Coordinator,Phoenix,B.Com,31.0,929987,182128.0,6.5,Average,2023-01-10,amir.williams6703@company.org,6605566454
2169,EMP12692,Michael Liu,29.0,Male,Admin,Business Analyst,Mumbai,MBA,37.0,373405,490218.0,9.0,Good,2015-10-07,michael.liu8770@outlook.com,6425986766
2170,EMP14395,Fang Perez,52.0,Female,Logistics,Sales Executive,Dammam,diploma,0.0,95288,136189.0,999.0,Average,2022-07-31,fang.perez5654@yahoo.com,3237697037
2171,EMP11598,Mariam Robinson,32.0,Male,Quality,Intern,Shanghai,BTech,11.0,330429,242078.0,6.5,Poor,2011-05-23,mariam.robinson7955@outlook.com,0991954313
2172,EMP12856,Fatima Hassan,40.0,Female,Operations,Procurement Manager,Kuala Lumpur,BCA,25.0,296024,141037.0,2.4,Good,2016-06-03,fatima.hassan7023@hotmail.com,8925869827
2173,EMP12538,Yang Wang,58.0,Male,Customer Support,Marketing Specialist,Hong Kong,B.Com,19.0,737105,251106.0,6.8,Poor,2015-02-24,yang.wang9748@yahoo.com,0196022296
2174,EMP11682,Pooja Sanchez,61.0,Female,Operations,Ux Designer,Houston,LLB,10.0,228247,327591.0,9.6,Average,2011-09-23,pooja.sanchez4672@yahoo.com,0841836312
2175,EMP10020,Aarav Pillai,29.0,Other,Sales,Team Lead,Phoenix,M.Sc,15.0,289259,333309.0,7.5,Good,2005-01-28,aarav.pillai4737@gmail.com,3271882788
2176,EMP14353,Yusuf Banerjee,38.0,Female,Operations,Data Scientist,Perth,B.E,11.0,509466,198945.0,7.3,Average,2022-05-30,yusuf.banerjee4148@hotmail.com,9212522383
2177,EMP10710,Sara Reddy,37.0,Other,Legal,Logistics Coordinator,Shanghai,BSc,3.0,142411,491875.0,2.0,Good,2007-11-02,sara.reddy9064@gmail.com,6989912257
2178,EMP11139,Yang White,24.0,Female,Finance,Project Manager,Kuwait City,B.Com,24.0,367644,117344.0,5.0,Good,2009-07-21,yang.white6403@hotmail.com,7344102571
2179,EMP10118,Hassan Yang,50.0,Female,Marketing,Data Scientist,Calgary,B.Tech,18.418565869927736,669622,198533.0,2.4,Average,2005-06-20,hassan.yang6683@yahoo.com,4476800505
2180,EMP14761,Hassan Wang,54.0,Other,Operations,Intern,Hyderabad,MBA,26.0,369991,308231.0,6.4,Poor,2024-01-16,hassan.wang5553@hotmail.com,1411124947
2181,EMP13060,Emily Mukherjee,23.0,Female,Hr,Network Engineer,Vancouver,B.Arch,15.0,961155,61604.0,8.1,Good,2017-03-28,emily.mukherjee6929@outlook.com,8691894780
2182,EMP12624,Pooja Ibrahim,25.0,Female,Customer Support,Network Engineer,Hong Kong,Diploma,19.0,623505,377455.0,7.6,Bad,2015-06-30,pooja.ibrahim1337@outlook.com,1313443655
2183,EMP10664,Meena Baig,52.0,Other,Quality,Legal Counsel,Leeds,M.Tech,24.0,909684,22622.0,8.2,Excellent,2007-08-27,meena.baig7493@gmail.com,7650440010
2184,EMP11257,Karim Hashmi,28.0,Female,Procurement,Operations Manager,Nottingham,mba,23.0,588002,136764.0,1.9,Good,2010-01-10,karim.hashmi6532@gmail.com,7299632597
2185,EMP11242,Liam Zhao,22.0,Male,Customer Support,Devops Engineer,Vancouver,BCA,4.0,208032,313672.0,3.7,Poor,2009-12-19,liam.zhao3766@gmail.com,3723653476
2186,EMP13326,Isabella Flores,53.0,Other,Admin,Intern,Manchester,M.Tech,18.0,633862,280648.0,9.7,Good,2018-04-21,isabella.flores5692@yahoo.com,5659218490
2187,EMP12831,Oliver Verma,32.0,Male,Quality,Hr Manager,Beijing,Ph.D,34.0,374493,31418.0,6.6,Bad,2016-04-27,oliver.verma3699@yahoo.com,5424576382
2188,EMP14825,Faisal Patel,58.0,Female,Logistics,Logistics Coordinator,Jakarta,M.Sc,8.0,505100,46490.0,1.9,Average,2024-04-19,faisal.patel1475@yahoo.com,3350268790
2189,EMP11779,Carlos Zhang,28.0,Male,Sales,Team Lead,Manila,BBA,18.0,941357,101060.0,5.3,Poor,2012-02-11,carlos.zhang1844@gmail.com,5952783710
2190,EMP12577,Omar Miller,28.0,Female,Operations,Hr Manager,Phoenix,BTech,5.0,890289,464452.0,1.7,Poor,2015-04-22,omar.miller6251@hotmail.com,1690791191
2191,EMP13087,Lin Banerjee,47.0,Other,Logistics,Operations Manager,Surat,post graduate,25.0,412615,311189.0,4.2,Poor,2017-05-06,lin.banerjee9488@outlook.com,8997662768
2192,EMP12648,Tariq Zhao,41.0,Other,R&D,Intern,Pune,mba (finance),21.0,717758,286765.0,7.9,Excellent,2015-08-04,tariq.zhao5995@hotmail.com,6314210180
2193,EMP11590,Yusuf Robinson,36.0,Other,Quality,Financial Analyst,Austin,Ph.D,35.0,58608,478832.0,1.4,Bad,2011-05-11,yusuf.robinson2476@hotmail.com,9155660144
2194,EMP10596,Amir Menon,46.0,Male,Customer Support,Intern,Singapore,BSc,19.0,662557,233027.0,7.6,Poor,2007-05-20,amir.menon9238@company.org,7881510715
2195,EMP14325,James Rao,27.0,Male,Procurement,Network Engineer,Chennai,MBA (HR),16.0,155321,54321.0,7.7,Poor,2022-04-19,james.rao9110@company.org,5756153954
2196,EMP13646,James Young,56.0,Other,Operations,Procurement Manager,Liverpool,BE,35.0,412171,93202.0,2.8,Average,2019-08-01,james.young956@yahoo.com,7783016228
2197,EMP10728,Lin Chatterjee,23.0,Male,Logistics,Network Engineer,Seoul,mba,15.0,281953,230383.0,3.3,Good,2007-11-29,lin.chatterjee8054@outlook.com,0705583722
2198,EMP14411,Lin Ibrahim,24.0,Female,Hr,Ux Designer,San Antonio,B.Arch,24.0,267926,247430.0,4.2,Poor,2022-08-23,lin.ibrahim9224@yahoo.com,7409243138
2199,EMP13936,Nadia Williams,30.0,Female,Admin,Legal Counsel,Nottingham,B.E,5.0,546207,246779.0,3.7,excellent,2020-09-28,nadia.williams7295@company.org,8689444816
2200,EMP11021,Sofia Chatterjee,59.0,Male,Engineering,Devops Engineer,Sharjah,B.E,26.0,607075,64096.0,7.2,Good,2009-01-30,sofia.chatterjee9408@company.org,9052650666
2201,EMP13685,Hana Siddiqui,53.0,Other,Customer Support,Security Analyst,Doha,mba (finance),28.0,923914,9999999999.0,3.0,Good,2019-09-27,hana.siddiqui5697@outlook.com,2617823846
2202,EMP10243,John Bukhari,34.0,Male,Customer Support,Qa Engineer,Glasgow,LLB,16.0,100637,123889.0,5.8,Bad,2005-12-20,john.bukhari7451@company.org,7370135192
2203,EMP12873,Yusuf Jones,32.0,Male,Legal,Business Analyst,Doha,b.com,19.0,350514,394258.0,4.0,Good,2016-06-28,yusuf.jones6533@yahoo.com,8033081763
2204,EMP10986,Chen Rizvi,47.0,Male,Quality,Senior Developer,San Diego,B.Tech,25.0,315591,82798.0,5.3,Excellent,2008-12-10,chen.rizvi9229@outlook.com,9700937212
2205,EMP11740,Lakshmi Hashmi,56.0,Female,Legal,Logistics Coordinator,Hyderabad,Ph.D,20.0,37366,248529.0,2.8,Good,2011-12-16,lakshmi.hashmi4178@company.org,0943890784
2206,EMP12459,Amir Smith,56.0,Other,Procurement,Director,Kolkata,mba,9.0,740685,455907.0,9.7,Average,2014-11-01,amir.smith306@yahoo.com,8914826599
2207,EMP14715,Faisal Ramirez,60.0,Other,Customer Support,Director,Dallas,BTech,25.0,527631,181741.0,2.3,Good,2023-11-10,faisal.ramirez8920@yahoo.com,2908654751
2208,EMP13948,Juan Ahmed,21.0,Female,Admin,Ux Designer,Tokyo,M.Tech,26.0,241645,203241.0,7.5,Average,2020-10-15,juan.ahmed5625@hotmail.com,0622842161
2209,EMP11560,Sofia Farooq,31.0,Female,Sales,Qa Engineer,Kuwait City,B.Sc,14.0,676141,65747.0,9.2,Average,2011-03-28,invalid_email,7662505103
2210,EMP12112,Ethan Rodriguez,35.0,Male,Engineering,Cloud Architect,Kolkata,LLB,9.0,453875,170847.0,8.3,Average,2013-06-12,ethan.rodriguez4023@company.org,0163345197
2211,EMP10390,Fang Wu,31.0,Male,Procurement,Hr Manager,Vancouver,B.E,11.0,103119,388087.0,9.0,Good,2006-07-23,fang.wu6715@gmail.com,6502732454
2212,EMP10173,Mohammed Miller,28.0,Female,It,Team Lead,Kuwait City,DIPLOMA,14.0,146598,460343.0,8.5,Poor,2005-09-09,mohammed.miller8822@hotmail.com,6984124246
2213,EMP11208,Rajesh Young,59.0,Other,Admin,Business Analyst,Singapore,MBA (Finance),31.0,559856,373368.0,8.3,Good,2009-10-30,rajesh.young1262@outlook.com,6026794900
2214,EMP14612,Ali White,54.0,Male,Finance,Marketing Specialist,Chicago,B.Arch,0.0,107590,71887.0,6.3,Average,2023-06-13,ali.white542@yahoo.com,3029878449
2215,EMP11868,Liu Iyer,51.0,Male,Customer Support,Team Lead,Riyadh,Diploma,20.0,485210,341740.0,7.0,Poor,2012-06-20,liu.iyer730@gmail.com,4084794242
2216,EMP11873,Liam Singh,53.0,Male,Sales,Business Analyst,Seoul,B.Sc,28.0,52530,304824.0,7.9,excellent,2012-06-28,liam.singh7007@hotmail.com,3258576033
2217,EMP13342,Hana Ibrahim,46.0,Male,Hr,Product Manager,Seoul,B.Sc,18.0,219087,423541.0,7.4,Poor,2018-05-14,hana.ibrahim4106@hotmail.com,5257052506
2218,EMP13693,Rahul Gupta,41.24868893182445,Male,Operations,Business Analyst,Manama,B.E,19.0,945858,380131.0,6.4,Average,2019-10-09,rahul.gupta827@gmail.com,1750668935
2219,EMP13676,Luis Reddy,28.0,Male,Marketing,Software Engineer,Dammam,M.Sc,10.0,970938,300662.0,4.0,Poor,2019-09-14,luis.reddy6358@outlook.com,5194027740
2220,EMP11422,Dina Das,37.0,Other,Quality,Project Manager,Dallas,BTECH,20.0,973769,82605.0,8.4,Good,2010-09-08,dina.das3831@yahoo.com,4480888334
2221,EMP12664,John Taylor,36.0,Other,Marketing,Ux Designer,Ahmedabad,BTECH,9.0,963530,116698.0,1.8,Poor,2015-08-27,john.taylor3783@hotmail.com,7030173795
2222,EMP10417,Arjun Ramirez,30.0,Female,Sales,Sales Executive,Dammam,llb,15.0,999803,462252.0,1.2,Poor,2006-08-31,arjun.ramirez3500@gmail.com,4095666038
2223,EMP12204,Faisal Zhang,45.0,Female,Admin,Business Analyst,Glasgow,B.Sc,7.0,56373,441535.0,4.7,Good,2013-10-24,faisal.zhang8305@yahoo.com,0713800822
2224,EMP12526,Anjali Reddy,44.0,Male,Quality,Cloud Architect,Hyderabad,M.Com,12.0,856908,33117.0,7.0,Poor,2015-02-07,anjali.reddy3798@company.org,1906041518
2225,EMP13764,Faisal Sanchez,58.0,Other,Procurement,Logistics Coordinator,Perth,Diploma,10.0,778136,12497.0,7.1,Average,2020-01-21,faisal.sanchez3283@hotmail.com,0342848740
2226,EMP10703,Isabella Mehta,23.0,Other,Legal,Intern,Abu Dhabi,mba (finance),37.0,982396,422288.0,6.4,Poor,2007-10-23,isabella.mehta7698@outlook.com,5330268915
2227,EMP12090,Zara Robinson,51.0,Other,Hr,Business Analyst,San Antonio,MBA (Finance),11.0,322326,221847.0,8.6,Good,2013-05-11,zara.robinson6418@company.org,8520401371
2228,EMP13869,Faisal Alvi,33.0,Other,Engineering,Hr Manager,Dammam,BTech,8.0,288508,243384.0,9.2,Good,2020-06-22,faisal.alvi9178@gmail.com,3979848428
2229,EMP11233,Nadia Chen,59.0,Male,R&D,Database Admin,Melbourne,B.Tech.,27.0,977179,308490.0,7.4,Average,2009-12-06,nadia.chen3546@yahoo.com,6128469566
2230,EMP11756,Emma Wu,24.0,Male,Procurement,Intern,Adelaide,post graduate,1.0,316885,86000.0,2.1,Bad,2012-01-09,emma.wu7455@gmail.com,0583825748
2231,EMP12105,Hassan Malik,29.0,Other,Quality,Data Analyst,Beijing,M.Tech,9.0,310710,313212.0,5.2,excellent,2013-06-02,hassan.malik821@company.org,6396463817
2232,EMP12543,Wei Martinez,59.0,Female,Logistics,Operations Manager,Tokyo,llb,24.0,515405,340114.0,8.9,Poor,2015-03-04,wei.martinez1171@company.org,6723923409
2233,EMP10938,Sara Garcia,40.0,Male,Logistics,Database Admin,Montreal,B.Tech,2.0,316235,367333.0,6.4,Good,2008-10-01,sara.garcia1149@hotmail.com,4008159815
2234,EMP13164,Ava Siddiqui,30.0,Male,Customer Support,Business Analyst,Dammam,M.Tech,18.0,415795,110517.0,4.6,Poor,2017-08-27,ava.siddiqui7078@company.org,4711023569
2235,EMP11353,Rahul Ali,40.0,Female,Quality,Software Engineer,Sheffield,M.Tech,23.0,351688,430514.0,5.4,Good,2010-05-30,rahul.ali661@yahoo.com,5601609707
2236,EMP14141,Neha Wang,47.0,Other,Sales,Director,Perth,MBA (HR),12.0,197529,224696.0,7.0,Good,2021-07-24,neha.wang9028@company.org,7423528266
2237,EMP12410,Carlos Martin,35.0,Female,Logistics,Hr Manager,Mumbai,mba (finance),27.0,990274,87802.0,5.4,Bad,2014-08-21,carlos.martin3577@hotmail.com,8555558909
2238,EMP10117,Juan Zhang,51.0,Other,Engineering,Intern,Bangalore,diploma,5.0,945289,423596.0,7.8,Bad,2005-06-19,juan.zhang5730@outlook.com,7015899738
2239,EMP14834,Lin Hashmi,61.0,Female,Finance,Database Admin,Hong Kong,mba (finance),26.0,377616,441344.0,2.6,Poor,2024-05-02,lin.hashmi2156@gmail.com,6395118495
2240,EMP11006,Amanda Davis,51.0,Female,Sales,Network Engineer,Sheffield,B.Com,28.0,894271,316104.0,4.7,Good,2009-01-08,amanda.davis3214@company.org,9644540982
2241,EMP14360,Valentina Li,49.0,Male,Quality,Database Admin,Kuala Lumpur,B.Com,33.0,387379,209024.0,7.8,Good,2022-06-09,valentina.li6449@yahoo.com,9710516325
2242,EMP13649,Ava Mirza,59.0,Female,Hr,Procurement Manager,Manila,Diploma,22.0,77493,40378.0,1.5,Bad,2019-08-06,ava.mirza7795@outlook.com,2773638173
2243,EMP11844,Neha Joshi,43.0,Male,Engineering,Director,Perth,DIPLOMA,15.0,499607,90406.0,3.6,Good,2012-05-16,neha.joshi8790@gmail.com,2360615568
2244,EMP11211,Dina Akhtar,32.0,Male,Legal,Project Manager,Vancouver,diploma,8.0,56962,167225.0,6.2,Good,2009-11-03,dina.akhtar8738@yahoo.com,4752022584
2245,EMP14007,Mariam Chaudhry,51.0,Male,Logistics,Cloud Architect,Manila,B.Tech,15.0,425496,56300.0,9.1,Poor,2021-01-10,mariam.chaudhry4848@yahoo.com,5850004011
2246,EMP11826,Wang Ali,44.0,Male,Sales,Software Engineer,Chennai,M.Sc,20.0,354837,412801.0,2.3,Average,2012-04-20,wang.ali2401@hotmail.com,4653909155
2247,EMP14965,Oliver Chaudhry,61.0,Other,R&D,Software Engineer,Houston,PHD,35.0,903941,12000.0,7.3,Good,2024-11-09,oliver.chaudhry9862@yahoo.com,0000000000
2248,EMP13006,Isabella Huang,25.0,Female,Operations,Business Analyst,Leeds,BTECH,0.0,853404,138890.0,1.5,Bad,2017-01-08,isabella.huang3612@yahoo.com,0815692382
2249,EMP10494,Yusuf Zhang,55.0,Female,Legal,Intern,Sharjah,B.E,14.0,770052,199400.0,2.7,Poor,2006-12-22,yusuf.zhang8421@hotmail.com,1441741336
2250,EMP10612,Robert Qureshi,33.0,Male,Procurement,Sales Executive,San Diego,BTech,27.0,366965,271645.0,2.9,Average,2007-06-12,robert.qureshi6965@outlook.com,4974954715
2251,EMP13056,Zara Yang,25.0,Other,Engineering,Product Manager,Kolkata,MBBS,0.0,639797,461619.0,4.0,Good,2017-03-22,zara.yang9064@gmail.com,2181330704
2252,EMP12111,Ana Ibrahim,40.0,Female,Legal,Database Admin,London,B.Com,35.0,986333,442620.0,3.7,Bad,2013-06-10,ana.ibrahim8878@hotmail.com,5243737207
2253,EMP14436,Vikram Young,40.0,Female,Procurement,Scrum Master,Doha,M.Tech,16.0,246561,313893.0,7.1,Poor,2022-09-28,vikram.young5283@company.org,3097064654
2254,EMP10849,Yusuf Jackson,61.0,Other,Customer Support,Product Manager,Bangkok,Post Graduate,27.0,472532,35244.0,3.8,Bad,2008-05-24,yusuf.jackson1868@hotmail.com,4619767077
2255,EMP13498,Ethan Brown,37.0,Female,Admin,Business Analyst,Melbourne,Ph.D,10.0,543462,428331.0,4.4,Good,2018-12-28,ethan.brown3979@gmail.com,6504522431
2256,EMP10580,Isabella Ramirez,50.0,Male,Engineering,Intern,Birmingham,Ph.D,16.0,21740,204008.0,9.3,Good,2007-04-26,isabella.ramirez9542@outlook.com,3027698767
2257,EMP11300,Layla Garcia,55.0,Female,Admin,Scrum Master,Jakarta,B.Sc,16.0,791116,129162.0,6.2,Poor,2010-03-13,layla.garcia863@yahoo.com,4489269475
2258,EMP12057,Wei Johnson,54.0,Female,Procurement,Data Analyst,Shanghai,BCA,5.0,177785,253557.0,7.8,Good,2013-03-24,wei.johnson7413@company.org,8875879583
2259,EMP10297,Emily Zhou,25.0,Male,Legal,Network Engineer,Bristol,M.Sc,14.0,675605,109849.0,9.6,Poor,2006-03-09,emily.zhou4602@gmail.com,8727637261
2260,EMP13519,Ali Malik,36.0,Female,Hr,Data Scientist,Ahmedabad,post graduate,12.0,235894,187064.0,2.0,excellent,2019-01-28,ali.malik4659@outlook.com,2929176223
2261,EMP14526,Carlos Ibrahim,56.0,Female,Hr,Project Manager,Delhi,DIPLOMA,10.0,714796,254803.0,1.4,Poor,2023-02-07,carlos.ibrahim2227@gmail.com,8999019924
2262,EMP13278,Amir Li,33.0,Male,Finance,Ux Designer,Shanghai,B.Sc,0.0,46638,104784.0,5.2,Excellent,2018-02-09,amir.li682@company.org,2646180495
2263,EMP13215,Ethan Li,29.0,Male,R&D,Security Analyst,Edinburgh,BTECH,7.0,752900,130284.0,3.2,Good,2017-11-09,ethan.li6900@gmail.com,7609922323
2264,EMP12130,Jose Gupta,49.0,Male,Operations,Financial Analyst,Houston,BCA,35.0,577402,365087.0,8.3,Good,2013-07-08,jose.gupta163@company.org,6476982260
2265,EMP13275,Priya Miller,31.0,Female,Engineering,Marketing Specialist,Dammam,BTech,36.0,127640,388714.0,1.8,Good,2018-02-05,priya.miller6241@hotmail.com,2318377974
2266,EMP12934,Sofia Hassan,31.0,Male,Engineering,Scrum Master,Vancouver,B.Sc,34.0,217912,498074.0,1.6,Bad,2016-09-25,sofia.hassan8311@company.org,4488775984
2267,EMP13819,John Nair,41.0,Other,Hr,Procurement Manager,Manchester,Post Graduate,16.0,186278,224632.0,1.2,Average,2020-04-10,john.nair3532@company.org,5431954221
2268,EMP10669,Jessica Khan,30.0,Female,Legal,Software Engineer,Seoul,B.Tech.,1.0,955648,35331.0,2.7,Good,2007-09-04,jessica.khan9030@gmail.com,4137500167
2269,EMP10483,Meena Ibrahim,37.0,Other,Logistics,Software Engineer,Ottawa,B.Sc,34.0,581264,202680.0,2.7,Poor,2006-12-06,meena.ibrahim8354@yahoo.com,2265189192
2270,EMP14273,Nadia Siddiqui,57.0,Other,Hr,Project Manager,Hyderabad,LLB,22.0,516908,101493.0,4.6,Good,2022-02-02,nadia.siddiqui4998@company.org,4523555132
2271,EMP11547,Fatima Rizvi,35.0,Male,R&D,Team Lead,Houston,mba (finance),27.0,812351,322614.0,7.6,Average,2011-03-09,fatima.rizvi3251@yahoo.com,6342202388
2272,EMP13369,Ali Kumar,22.0,Other,Finance,Operations Manager,Ottawa,mba (finance),32.0,315925,441074.0,7.8,Good,2018-06-22,ali.kumar6962@gmail.com,4053177891
2273,EMP12157,Amir Hussain,48.0,Female,Admin,Logistics Coordinator,Birmingham,BCA,11.0,553522,370225.0,9.3,Good,2013-08-17,amir.hussain1295@gmail.com,1897435899
2274,EMP10028,Lakshmi Rizvi,30.0,Female,R&D,Cloud Architect,Manama,MBBS,17.0,982533,483127.0,7.6,Average,2005-02-09,lakshmi.rizvi7267@hotmail.com,5086143786
2275,EMP10436,Wang Zhang,38.0,Female,Finance,Procurement Manager,Ottawa,BTech,22.0,874930,287612.0,3.4,Poor,2006-09-28,wang.zhang8618@gmail.com,8547154314
2276,EMP13183,Nadia Hussain,51.0,Female,Customer Support,Logistics Coordinator,Bangalore,B.Arch,3.0,419778,223879.0,5.2,Excellent,2017-09-24,nadia.hussain2324@gmail.com,4240034892
2277,EMP14919,Yang Mirza,47.0,Female,Quality,Software Engineer,Glasgow,mba (finance),36.0,160947,137846.0,6.4,Good,2024-09-03,yang.mirza3258@gmail.com,7057446468
2278,EMP12767,Omar Siddiqui,53.0,Male,Hr,Project Manager,London,diploma,28.0,308475,258511.0,8.4,Bad,2016-01-25,omar.siddiqui6068@company.org,2712900745
2279,EMP13592,Wei Jackson,56.0,Male,Quality,Project Manager,Perth,BCA,37.0,230166,384111.0,5.0,Poor,2019-05-14,wei.jackson7586@gmail.com,7677259877
2280,EMP11361,Rohan Liu,24.0,Other,Admin,Product Manager,Dammam,B.Tech.,6.0,824980,346353.0,4.9,Poor,2010-06-11,rohan.liu5836@yahoo.com,3465116123
2281,EMP10557,Sara Ibrahim,61.0,Female,Hr,Security Analyst,Dallas,B.Com,29.0,270009,433622.0,2.1,Excellent,2007-03-24,sara.ibrahim3666@company.org,9098495419
2282,EMP10732,Bilal Martin,46.0,Male,Admin,Operations Manager,Mumbai,PHD,14.0,199681,489056.0,3.2,Poor,2007-12-05,bilal.martin9588@hotmail.com,7223092653
2283,EMP13007,Meena Pillai,43.0,Female,It,Software Engineer,Dubai,M.Tech,33.0,47384,163380.0,6.0,excellent,2017-01-10,meena.pillai4343@gmail.com,1476455407
2284,EMP10449,Nadia Farooq,31.0,Female,Engineering,Software Engineer,Muscat,b.com,16.0,525979,275754.0,5.7,Poor,2006-10-17,nadia.farooq8516@yahoo.com,9844928674
2285,EMP10628,Isabella Zhang,54.0,Male,It,Data Analyst,Dallas,DIPLOMA,3.0,969504,454631.0,3.0,Good,2007-07-06,isabella.zhang9449@outlook.com,3962422778
2286,EMP13381,Priya Flores,23.0,Male,Human Resources,Security Analyst,Jeddah,BE,3.0,804050,64628.0,3.2,Poor,2018-07-10,priya.flores9068@gmail.com,6521612090
2287,EMP13400,Ting Williams,24.0,Other,Customer Support,Data Analyst,Perth,B.Tech,26.0,84970,251040.0,4.0,Average,2018-08-07,ting.williams6133@gmail.com,2003425317
2288,EMP12762,Karim Mehta,45.0,Male,Logistics,Software Engineer,Manila,DIPLOMA,14.0,738300,339313.0,8.4,Average,2016-01-18,karim.mehta222@hotmail.com,3499284183
2289,EMP13289,Yusuf Ahmed,25.0,Male,Quality,Cloud Architect,Manila,b.com,21.0,654904,57814.0,6.9,Good,2018-02-26,yusuf.ahmed323@gmail.com,4353399131
2290,EMP11237,Ali Chen,51.0,Male,Hr,Logistics Coordinator,Sharjah,MBA,36.0,816961,276706.0,6.5,Average,2009-12-11,ali.chen7767@outlook.com,9851290007
2291,EMP12338,Ali Davis,35.0,Other,It,Procurement Manager,Sydney,post graduate,5.0,352014,121454.0,7.2,Excellent,2014-05-08,ali.davis8405@company.org,7431567346
2292,EMP11602,Jessica Malik,51.0,Other,Human Resources,Sales Executive,Sheffield,B.E,22.0,246081,231364.0,5.3,Poor,2011-05-29,jessica.malik9302@gmail.com,3726433806
